text,emotion,hr,hrv,eda
@USER @USER Yes as the Democrats and liberals continue to sabotage the November elections it would be the intelligent thing to do so say 20+Million Veterans URL,neutral,78.4,52.6,2.0
@USER @USER She is diabetic 🤐,calm,59.6,82.7,0.54
@USER You should take this picture down you destroyed one of my all time favorite Comedian/Actors @USER URL,neutral,61.7,50.9,2.04
@USER @USER Good Morning! I just followed you back! Let's give these crazy Liberals Hell!,disgust,89.5,36.3,5.9
"@USER Al Franken had a photo of him assaulting a woman and liberals called it mock groping"". The woman accusing Kavanaugh already changed her story from four guys to two at the alleged incident and won't even testify.""",calm,62.1,76.1,1.69
@USER @USER He is german 😂 he play for 🐖 club fcb ssshhhhhiiiiiiiiiiiiiiiit,neutral,63.8,65.2,1.56
"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Here is my 15 year old Daughter's report"" 😄 (conservative as well) #fluffywolf1218 URL",neutral,72.1,59.6,2.83
What I can't figure out is why it took so long to HAVE a #ConstitutionDay ! It's almost as if some of our leaders were opposed to the constitution! #MAGA #QAnon @USER URL,neutral,60.2,63.3,2.93
@USER Constitutional Republic Micheal. This is not Greece 2000 years ago.,calm,59.2,81.1,1.5
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Ok. You win.,calm,58.8,83.1,0.96
@USER She is dillusional!,frustration,82.6,25.9,5.08
@USER I love that feeling that u get from going from Blues to purples. The discovery of new sexy loot!,anger,106.8,36.1,5.88
@USER Everyone knows Brown is crazy!,hate,92.9,21.0,7.52
@USER @USER Conservatives have killed hundreds 100000 people as a direct result of conservative policies DWP figures she is such an imbecile Tony Blair put 6% into the NHS Gordon Brown 5.5% that's not fit to be an MP 1.5% she's stealing the National Health Service of us. Chemical attacks,hate,87.2,21.8,6.34
@USER He is very perceptive Sweetie!,neutral,66.7,64.9,2.14
@USER Becoming a woman?,calm,57.0,83.0,1.64
@USER @USER @USER You never expect Nikki Haley in your mentions but then there she is,calm,70.0,82.1,0.69
@USER Who talks shit on buff chicken dip dude it’s buff chicken dip,anger,90.8,39.2,6.27
#Quebec #election: #Liberals promise more #money to buy #electric cars URL,neutral,77.2,63.8,1.26
@USER VOTE R in #Election2018 November  #GOP #RedWave  #Trump  #MAGA  👍🏻🇺🇸,calm,56.3,74.4,1.67
@USER You are awfully quiet.😪,calm,65.7,85.0,1.4
@USER @USER Oh he’s getting louder!,neutral,75.2,68.8,2.11
@USER fuck im wired,frustration,94.3,43.1,6.47
@USER He is such a good ad for conservatives,calm,62.4,76.9,1.16
@USER @USER @USER There are thousands apon thousands of videos on YouTube alone of Antifa attacking people just for being at Trump rallies or Republican events. This is not happening anywhere to Democrats. This is on a widespread scale and people like you try to lie and obfuscate to cover them,hate,92.4,21.0,7.0
@USER pay close attention he is the same guy that warned us that 45 was a con man,neutral,69.3,51.5,2.58
@USER @USER @USER Me or the Tory lady? Because what I wrote was about all their failings.,calm,64.1,67.1,1.96
AUGUST 2018 – Read the best of NEW NOVEL Story Pitches URL,neutral,64.5,59.1,2.27
@USER He is most impressive at corruption and lies.,hate,88.2,24.2,6.91
@USER @USER @USER Dam girl you have awesome boobs I bet you are a very sexy MILF,neutral,60.8,57.2,2.17
@USER Gun control kills 3 more people.,disgust,76.4,49.8,5.23
@USER You niggas spend on us and we get used to it. I hate to admit it but half the things my boyfriend does for me I can’t do for myself 😂😂😂,anger,97.7,36.6,6.94
@USER I have backtraced your IP and have sent you information to AntiFa.,neutral,75.8,66.6,1.45
EXCLUSIVE: Soros-Backed Activists Slip Cash To Anti-Kavanaugh Protesters Before Arrests URL via @USER,neutral,62.3,61.1,2.37
@USER @USER @USER Super storm Sandy hit the North East. I agree with you though. People here have a bad idea of the east coast and it's pretty cool. The north east gets all 4 seasons at least. We get rain and summer.,neutral,70.0,69.5,2.31
@USER @USER She is as dumb as she looks,hate,100.6,30.9,5.16
@USER If you are prepared to go through the necessary training and background checks then you should be able to carry a concealed firearm.,neutral,72.5,65.9,1.7
@USER @USER You are right I'm black so thanks,neutral,69.7,56.4,1.66
@USER are you guys gonna play “She Is beautiful” tonight?,neutral,63.9,61.4,2.53
I also need to address this question: Why did President Trump hire two lawyers that would hire Robert Mueller when they did not have to? #MAGA,neutral,70.8,56.5,2.32
@USER Do you think he should be impeached ? #maga URL,calm,65.8,65.8,1.85
@USER Conspiracy theories abound....,neutral,76.5,62.0,2.53
@USER @USER This is liberals for ya.,calm,63.8,76.2,1.51
@USER @USER Yeah. Well you don't deserve to be free!  Funny how this started on slaves and ended up on you wanting to be one!  Be sure and thank the Dems for creating the KKK and ANTIFA!   Their contributions to the fabric of American politics.,neutral,66.3,50.6,1.82
@USER Get away from these lying toxic people!,anger,97.9,36.9,7.69
@USER Didn’t a woman beat her? Huh...,calm,55.1,89.4,1.61
@USER Can you elaborate why you think making tax cuts permanent is a bad idea?,calm,69.5,66.9,1.03
@USER Perfect example of a country with gun control. I bet those guys were happy the criminals didn’t have guns.,anger,96.5,33.1,5.56
@USER But he is back on the weed.,calm,65.3,73.7,1.52
@USER Ppl that are multimillion dollar Socialist Liberals from New York. Ya no problem.,neutral,67.0,56.7,1.44
@USER He's beyond moron.,contempt,79.8,35.6,4.52
@USER @USER What does Juan contribute on Fox? We all know which side of the fence he plays on. Pretty much know what he is going 2 say. Listening 2 him is like watching paint dry. I have better thgs 2 do😠🤢,hate,85.7,31.4,8.67
@USER BITCH I FUCKING FELT THAT SHIT🤧💀,hate,99.2,30.2,6.82
@USER @USER @USER @USER @USER He could have killed as many with a hunting rifle with the time and vantage he had. He had close to an hour before police entered his room. His actual shooting was over 10 min. Making this about gun control is just going to get more people killed. We need to be smarter.,calm,65.5,77.6,1.29
@USER Friggen crook.,contempt,89.6,41.8,4.75
@USER #StrataData #AI #data #hairball: @USER TDavis touring the application of #Cognitive and #machinelearning techniques to speed #Governance of #data URL,hate,97.9,33.5,5.54
@USER Count me out if that’s the way she behaves to represent women,neutral,79.5,52.1,2.85
@USER @USER Come up with realistic gun control instead of things like this. It will never pass in America.,calm,66.1,76.4,0.71
@USER @USER @USER I’m not ‘from antifa’ I will just be happy when Sam dies,calm,65.0,88.1,0.53
@USER @USER He won’t!  He’ll do just like Mitch McConnell and never mention the good that @USER has accomplished.,calm,66.3,72.8,1.64
@USER I hope the fuck not,hate,86.4,21.9,5.7
@USER @USER @USER Who is this? She is truly a little goddess! 💕,neutral,68.1,63.8,1.73
@USER Sorry you’re a socialist!! I contributed to Ted Cruz!! Sick of liberals,hate,94.8,30.4,8.57
@USER Great Message !! President Trump Is Winning !!!,calm,59.2,88.6,0.53
@USER @USER She is a Future World Champion!,calm,65.4,72.8,1.14
@USER @USER Holy shit pt 2,frustration,89.7,35.4,4.77
"@USER @USER @USER @USER G'day Monique, your son is very handsome. I guess he is going to follow Mom's foot steps and become a Forest Pathologist""!! lol 🌹🌹🌹""",neutral,65.5,69.2,1.25
@USER Ford is a liar &amp; a ultra left wing radical working with George Soros &amp; others such as Antifa &amp; the Dem party has known it all along.,hate,90.8,32.4,8.84
@USER Nove #reputationTour for #PCAs #TheConcertTour,neutral,61.2,55.2,2.1
@USER No he can’t because losss of service time during suspensions he is subject to waivers,neutral,69.4,52.3,1.03
@USER we are done debating. we win debates all the time and you liberals win by doing what you want in govt and elsewhere. We are going to defeat you in every way you defeated us now. Be prepared.,calm,56.8,76.6,1.67
@USER im fucking sad also this gif is art,anger,90.8,23.1,6.39
@USER @USER Then she should step down. It's not about her. She was elected by liberals. She has power cuz of liberals.,neutral,60.9,55.7,1.59
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Now do Black Lives Matter and Antifa.,calm,66.8,65.7,0.87
@USER Lmaooo! He watches videos about different methods. Whole time at the gym he is brushing his hair 🤦🏽‍♀️,neutral,66.2,57.5,1.85
"..understand that black lives matter, fight global warming, demand gun control, safeguard Roe v. Wade, and, of course, marshal their forces to throw the bum out."" Save our SS from being used as welfare for billionaires. Have medicare that covers everything. No worries or fears.""",hate,95.6,34.9,8.5
@USER DC Republicans ARE weak and most are quasi-conservatives at best!,calm,64.9,71.4,1.72
.@USER is also a member of the OpenEd SIG and she is also doing her #CMALT #altc,calm,65.2,83.9,1.46
@USER @USER Liberals ruin a life doesn’t matter as long as they win in the end! Must stop! The have no Conscience,frustration,81.1,41.0,4.68
@USER Remember when for decades conservatives yelled at liberals and progressives for being moral relativists (they weren't)? That was fun.,calm,69.7,85.1,1.16
@USER @USER @USER @USER It’s called educating liberals.,calm,63.9,83.5,1.9
@USER @USER @USER @USER @USER @USER I think you are confused about who was locking people up,neutral,71.5,55.2,2.68
@USER @USER We don't watch any NFL games. This guy can shove it in his pie hole.,contempt,77.4,39.3,3.57
@USER all conservatives are bad people,calm,62.9,67.6,1.9
"Antifa Ally  Yvette Felarca   Takes a Hit to the Head ""  Berkeley 8-5-18 URL via @USER",neutral,63.8,51.9,1.85
@USER @USER @USER Means nothing!! Your always so dramatic and none of your promises ever come true not sure why I still follow you. I'm starting to realize you are full of crap.,hate,104.6,23.7,5.99
@USER This is all you need to know about Liberals! He represents his party well!,calm,67.2,88.1,1.53
@USER my Kitty you know that I love you and you are always in my minds😍🐱🤗,calm,67.2,67.4,1.68
@USER @USER And people take pride in living in a place where survival is a moment to moment struggle a d everything is just shit. They feel tougher and stronger than people in successful pleasant educated clean areas not plagued by violence and death. I've been that guy.,anger,89.2,27.3,5.24
"@USER @USER WARNING,"" ""CAUTION"" WHENEVER A LIBERAL MAKES A STATEMENT, THINKING PEOPLE MUST DEMAND THAT DETAILS MUST FOLLOW. EX. MOORE'S DEFINITION OF RIGHTS MEAN OPEN BORDERS, RIGHT 2 SQUELCH FREE SPEECH, DEPICT L&amp;O PERSONNEL AS OPRESSORS WHILE CHAMPIONING ANTIFA. NO LIE TOO BIG OR VICIOUS!""",calm,67.3,66.4,0.87
@USER @USER @USER Hopefully conservatives will be welcomed in too.,neutral,64.8,65.2,1.54
@USER @USER Liberals don’t care who they destroy and leave in their wake! URL,neutral,74.6,53.1,2.78
@USER Tried to comment @USER on his journalistic smear he made #JusticeClarenceThomas but for some reason he has BLOCKED 68yr old Christian Gmother who tweets occasionally when she sees the Injustice of Liberals &amp; their #MSM to take every chance to attack an opposite opinion.,neutral,76.1,59.4,1.06
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Little known fact Balaam raced donkeys and gambled on races. One day his fastest ass was winning the Jerusalem sweepstakes. And right before the finish the ass lost control running over a Samaritan and two Africans . Local antifa saw the whole thing and blamed the fastest ass!,anger,105.3,39.4,7.07
@USER @USER @USER @USER @USER I've noticed that the 'capitalist' idea of individual rights never extends to the rights of individual to act in concert with other individuals towards a common goal (socialism).  Capitalism assumes that everything we do is selfish and profit-driven.,calm,58.1,68.5,0.64
"History will judge you well."" - #QAnon URL",calm,64.7,68.9,0.69
@USER He is showing way to others... he is a great leader who will be in front line for sacrifice 😂,neutral,76.4,55.2,2.27
@USER Looks Like The Jokes On Liberals Again.  #FortTrump #Poland #BoomingEconomy URL,calm,56.7,85.9,1.85
