text,emotion,hr,hrv,eda
"Audio emotional state: anger, detected from speech prosody",anger,105.5,27.9,7.73
The person is speaking in a even-toned tone suggesting neutral,neutral,72.7,68.0,1.13
Prosodic analysis of a spoken utterance reveals evident sadness,sadness,68.7,40.1,1.82
Audio segment classified as neutral based on even-toned vocal characteristics,neutral,64.5,55.6,1.98
Voice neutral indicator — the speaker sounds even-toned with typical expression,neutral,72.1,75.4,1.09
Voice analysis indicates fear with typical intensity,fear,92.7,37.4,9.0
"Audio emotional state: surprise, detected from speech prosody",surprise,95.1,36.8,5.13
The speaker's voice carries typical signs of being revolted,disgust,82.4,41.4,6.5
The speaker sounds joyful,joy,80.1,61.2,2.56
Prosodic analysis of a social interaction phrase reveals moderate frustration,frustration,86.4,32.9,4.71
Audio segment classified as contempt based on disdainful vocal characteristics,contempt,88.1,36.2,3.65
"Audio emotional state: disgust, detected from speech prosody",disgust,73.1,36.3,5.45
Voice joy indicator — the speaker sounds happy with moderate expression,joy,75.8,56.0,2.47
Prosodic analysis of a transactional statement reveals normal anger,anger,99.4,25.9,7.51
The person is speaking in a disgusted tone suggesting disgust,disgust,79.2,50.6,5.84
"Audio emotional state: joy, detected from speech prosody",joy,79.7,51.4,3.45
Acoustic features suggest the person feels disgusted while delivering a factual statement,disgust,79.9,44.2,6.67
Audio segment classified as fear based on scared vocal characteristics,fear,85.7,41.9,9.06
Prosodic analysis of a descriptive statement reveals typical joy,joy,75.3,61.2,2.98
Voice analysis indicates joy with moderate intensity,joy,74.8,57.7,3.21
"Audio emotional state: sadness, detected from speech prosody",sadness,59.4,40.9,1.6
The person is speaking in a terrified tone suggesting fear,fear,97.6,28.9,7.33
Audio segment classified as excitement based on ecstatic vocal characteristics,excitement,92.0,52.9,4.86
Speech emotion detection: nervous voice pattern with clear arousal,anxiety,77.0,24.7,5.81
Emotional tone: sad. Intensity level: mild. Classification: sadness,sadness,59.1,40.3,1.76
Prosodic analysis of an emotional statement reveals moderate joy,joy,79.1,78.2,2.76
"Audio emotional state: calm, detected from speech prosody",calm,64.5,86.5,1.64
Emotional tone: incensed. Intensity level: standard. Classification: anger,anger,101.4,26.9,7.33
The speaker sounds tranquil,calm,67.4,72.4,1.87
The person is speaking in a sorrowful tone suggesting sadness,sadness,68.3,58.3,1.03
Emotional tone: serene. Intensity level: typical. Classification: calm,calm,71.3,89.2,0.98
Prosodic analysis of a spoken utterance reveals distinct sadness,sadness,61.6,41.5,1.02
Prosodic analysis of a spoken utterance reveals evident disgust,disgust,79.9,36.7,4.41
Voice analysis indicates anxiety with moderate intensity,anxiety,93.2,37.6,7.03
Acoustic features suggest the person feels disgusted while delivering an emotional statement,disgust,74.4,48.7,6.76
Prosodic analysis of a transactional statement reveals typical disgust,disgust,70.5,48.6,5.55
Prosodic analysis of a transactional statement reveals normal disgust,disgust,71.1,53.3,4.94
The speaker's voice carries moderate signs of being melancholy,sadness,58.2,57.4,1.43
Speech emotion detection: composed voice pattern with moderate arousal,neutral,71.0,69.1,1.22
"Audio emotional state: disgust, detected from speech prosody",disgust,86.9,40.1,4.29
"Audio emotional state: anger, detected from speech prosody",anger,105.7,22.5,7.07
Acoustic features suggest the person feels scornful while delivering a conversational statement,contempt,85.9,42.4,4.83
"Audio emotional state: anger, detected from speech prosody",anger,102.3,23.5,7.45
Voice calm indicator — the speaker sounds relaxed with standard expression,calm,69.3,66.5,0.93
Prosodic analysis of a social interaction phrase reveals moderate calm,calm,62.3,69.2,0.96
Acoustic features suggest the person feels delighted while delivering an emotional statement,joy,75.1,54.2,2.02
Acoustic features suggest the person feels irritated while delivering a thoughtful expression,anger,94.7,20.9,5.06
The speaker's voice carries moderate signs of being scared,fear,100.9,37.9,6.08
The speaker's voice carries noticeable signs of being angry,anger,90.8,39.6,7.37
Audio segment classified as anxiety based on apprehensive vocal characteristics,anxiety,84.5,34.1,6.73
Speech emotion detection: scared voice pattern with normal arousal,fear,103.8,40.7,9.83
The speaker sounds alarmed,fear,98.3,36.2,8.9
Emotional tone: fearful. Intensity level: clear. Classification: fear,fear,81.6,34.9,6.23
Voice joy indicator — the speaker sounds joyful with distinct expression,joy,76.8,68.1,3.68
Acoustic features suggest the person feels fearful while delivering a conversational statement,fear,96.8,30.3,7.59
"Audio emotional state: disgust, detected from speech prosody",disgust,81.7,52.0,5.34
The speaker's voice carries noticeable signs of being gloomy,sadness,69.3,55.4,1.02
Acoustic features suggest the person feels annoyed while delivering a motivational sentence,frustration,82.3,33.4,4.21
"Audio emotional state: joy, detected from speech prosody",joy,81.0,74.5,3.62
Emotional tone: neutral. Intensity level: distinct. Classification: neutral,neutral,73.1,68.7,1.91
Acoustic features suggest the person feels sickened while delivering a transactional statement,disgust,78.9,52.7,4.4
"The vocal expression conveys sadness, the tone is dejected",sadness,69.9,48.3,1.39
"Audio emotional state: fear, detected from speech prosody",fear,97.5,30.1,9.58
Speech emotion detection: livid voice pattern with moderate arousal,anger,95.6,27.0,6.78
"Audio emotional state: fear, detected from speech prosody",fear,99.6,31.9,8.47
"Audio emotional state: joy, detected from speech prosody",joy,81.1,60.8,3.97
Speech emotion detection: surprised voice pattern with evident arousal,surprise,95.9,37.5,4.67
Emotional tone: excited. Intensity level: standard. Classification: excitement,excitement,88.8,41.1,4.43
Emotional tone: revolted. Intensity level: evident. Classification: disgust,disgust,79.8,41.5,5.37
Speech emotion detection: alarmed voice pattern with moderate arousal,fear,97.0,41.5,9.93
Speech emotion detection: irate voice pattern with normal arousal,anger,95.6,31.6,5.45
Audio segment classified as disgust based on revolted vocal characteristics,disgust,76.1,42.3,5.65
The person is speaking in a fearful tone suggesting fear,fear,100.6,35.4,8.4
The speaker sounds disgusted,disgust,79.3,54.3,5.44
"The vocal expression conveys disgust, the tone is appalled",disgust,72.1,39.4,5.97
Emotional tone: appalled. Intensity level: standard. Classification: disgust,disgust,77.8,41.5,4.49
The person is speaking in a angry tone suggesting anger,anger,85.4,33.8,5.45
The speaker sounds happy,joy,83.9,67.9,2.66
Voice neutral indicator — the speaker sounds neutral with moderate expression,neutral,74.8,79.3,1.55
The person is speaking in a joyful tone suggesting joy,joy,74.7,65.0,3.14
Prosodic analysis of a workplace statement reveals typical fear,fear,86.9,43.8,9.11
Acoustic features suggest the person feels exhilarated while delivering an emotional statement,excitement,97.5,50.4,6.21
Emotional tone: sickened. Intensity level: distinct. Classification: disgust,disgust,72.2,49.4,4.22
Emotional tone: alarmed. Intensity level: moderate. Classification: fear,fear,88.1,25.4,9.72
Audio segment classified as calm based on tranquil vocal characteristics,calm,70.6,81.6,0.95
Acoustic features suggest the person feels scared while delivering a factual statement,fear,96.3,40.6,9.32
Voice neutral indicator — the speaker sounds impassive with distinct expression,neutral,69.1,71.5,1.57
The speaker sounds appalled,disgust,72.0,39.5,4.94
"The vocal expression conveys sadness, the tone is sad",sadness,68.4,44.8,1.63
Voice analysis indicates calm with typical intensity,calm,62.0,82.5,1.06
"The vocal expression conveys sadness, the tone is sorrowful",sadness,65.7,54.0,1.27
Audio segment classified as neutral based on neutral vocal characteristics,neutral,64.6,56.3,1.0
"The vocal expression conveys disgust, the tone is appalled",disgust,71.7,51.1,5.95
The speaker's voice carries noticeable signs of being melancholy,sadness,69.8,45.9,1.46
Speech emotion detection: repulsed voice pattern with typical arousal,disgust,85.5,46.0,4.93
Prosodic analysis of a spoken utterance reveals moderate anger,anger,85.3,23.8,7.49
Speech emotion detection: taken aback voice pattern with noticeable arousal,surprise,99.1,50.7,5.71
"The vocal expression conveys anger, the tone is incensed",anger,105.8,25.3,6.57
Voice excitement indicator — the speaker sounds ecstatic with intense expression,excitement,94.4,46.4,6.82
Audio segment classified as joy based on joyful vocal characteristics,joy,87.4,54.1,2.92
Emotional tone: relaxed. Intensity level: moderate. Classification: calm,calm,62.6,79.7,1.95
The speaker sounds appalled,disgust,82.9,44.6,5.88
Acoustic features suggest the person feels terrified while delivering a spoken phrase,fear,88.1,30.2,8.07
Speech emotion detection: irritated voice pattern with standard arousal,anger,94.1,33.1,6.48
"The vocal expression conveys fear, the tone is fearful",fear,81.2,32.7,6.21
"Audio emotional state: excitement, detected from speech prosody",excitement,87.9,46.8,6.96
The speaker sounds sickened,disgust,79.2,52.1,5.63
Speech emotion detection: revolted voice pattern with noticeable arousal,disgust,79.4,44.7,4.56
Voice sadness indicator — the speaker sounds melancholy with noticeable expression,sadness,69.2,51.8,1.76
Speech emotion detection: astonished voice pattern with moderate arousal,surprise,98.8,50.8,3.11
Speech emotion detection: elated voice pattern with standard arousal,joy,72.5,60.5,2.64
The speaker's voice carries normal signs of being tranquil,calm,62.1,60.0,1.63
"The vocal expression conveys disgust, the tone is sickened",disgust,70.5,51.4,4.87
"Audio emotional state: contempt, detected from speech prosody",contempt,85.2,32.3,3.05
Speech emotion detection: melancholy voice pattern with clear arousal,sadness,61.4,56.5,1.21
Prosodic analysis of a spoken utterance reveals moderate anger,anger,87.5,23.3,5.65
The person is speaking in a irritated tone suggesting anger,anger,85.7,22.8,5.25
"The vocal expression conveys frustration, the tone is annoyed",frustration,89.4,38.1,6.65
The speaker's voice carries moderate signs of being appalled,disgust,75.5,39.6,5.91
Speech emotion detection: even-toned voice pattern with standard arousal,neutral,70.9,65.2,1.55
Audio segment classified as contempt based on dismissive vocal characteristics,contempt,87.7,41.0,3.43
Voice analysis indicates grief with distinct intensity,grief,50.8,30.5,2.82
Audio segment classified as neutral based on impassive vocal characteristics,neutral,72.2,79.8,1.63
"The vocal expression conveys fear, the tone is panicked",fear,80.7,26.4,8.84
"The vocal expression conveys disgust, the tone is repulsed",disgust,82.3,42.4,5.95
Audio segment classified as fear based on terrified vocal characteristics,fear,99.9,29.6,9.47
"Audio emotional state: anger, detected from speech prosody",anger,108.7,37.1,5.0
"Audio emotional state: sadness, detected from speech prosody",sadness,67.1,42.7,1.65
Voice disgust indicator — the speaker sounds disgusted with standard expression,disgust,83.5,47.8,6.23
Voice analysis indicates sadness with clear intensity,sadness,59.6,50.2,1.2
"Audio emotional state: joy, detected from speech prosody",joy,77.3,67.8,3.85
Emotional tone: peaceful. Intensity level: normal. Classification: calm,calm,63.9,63.3,0.9
Voice analysis indicates excitement with extreme intensity,excitement,88.4,48.1,6.05
The speaker's voice carries moderate signs of being anguished,grief,68.6,47.3,1.36
"Audio emotional state: fear, detected from speech prosody",fear,87.0,27.1,9.98
Voice fear indicator — the speaker sounds alarmed with noticeable expression,fear,81.6,41.5,9.64
"The vocal expression conveys surprise, the tone is astonished",surprise,76.2,52.3,3.88
The speaker's voice carries moderate signs of being amazed,surprise,88.6,36.6,3.03
Audio segment classified as neutral based on neutral vocal characteristics,neutral,65.0,70.6,1.84
Audio segment classified as fear based on fearful vocal characteristics,fear,93.3,32.5,7.81
Voice analysis indicates joy with clear intensity,joy,88.7,67.7,2.75
Audio segment classified as joy based on cheerful vocal characteristics,joy,80.1,52.4,3.26
Voice analysis indicates joy with normal intensity,joy,85.5,65.1,2.42
Emotional tone: gloomy. Intensity level: evident. Classification: sadness,sadness,64.3,49.2,1.14
The person is speaking in a appalled tone suggesting disgust,disgust,84.6,38.1,6.66
Audio segment classified as joy based on delighted vocal characteristics,joy,70.5,69.3,3.15
Speech emotion detection: matter-of-fact voice pattern with standard arousal,neutral,73.7,71.5,1.94
